fecha,demanda_total_kwh,demanda_regulada_kwh,demanda_no_regulada_kwh,perdidas_total_kwh,perdidas_regulada_kwh,perdidas_no_regulada_kwh,consumo_facturado_calendarizado_total_kwh,consumo_facturado_mensual_kwh,consumo_facturado_trimestral_kwh,consumo_facturado_irregular_kwh,registros_facturacion_activos,dia_semana,es_fin_de_semana,mes,dia_del_ano,cobertura_calendarizacion_completa
2025-06-13,2727898.720000,2470908.110000,256990.610000,42857.830000,38553.690000,4304.140000,2278204.875806,1898487.034625,356690.937415,23026.903766,571808,4,0,6,164,1
2025-06-14,2565641.480000,2322228.010000,243413.470000,37783.960000,33890.290000,3893.670000,2280073.784955,1898613.849863,356690.937415,24768.997678,571854,5,1,6,165,1
2025-06-15,2408610.240000,2181139.770000,227470.470000,28095.820000,25073.570000,3022.250000,2281862.111361,1899210.434094,356690.937415,25960.739852,571955,6,1,6,166,1
2025-06-16,2658416.580000,2407620.980000,250795.600000,32540.690000,29337.810000,3202.880000,2270977.590964,1887528.461008,356690.937415,26758.192541,571738,0,0,6,167,1
2025-06-17,2694197.720000,2443084.510000,251113.210000,39112.860000,35220.380000,3892.480000,2289024.712690,1906338.706472,356690.329307,25995.676912,571675,1,0,6,168,1
2025-06-18,2715259.510000,2453813.490000,261446.020000,25997.330000,23133.250000,2864.080000,2298342.952868,1918571.656630,356688.562183,23082.734054,572377,2,0,6,169,1
2025-06-19,2726714.630000,2453192.050000,273522.580000,45126.920000,40342.190000,4784.730000,2286737.819506,1911520.403541,356684.846259,18532.569706,572405,3,0,6,170,1
2025-06-20,2722142.580000,2452643.680000,269498.900000,48049.580000,43103.490000,4946.090000,2282600.766077,1910995.545466,356684.846259,14920.374351,572439,4,0,6,171,1
2025-06-21,2639934.200000,2383137.860000,256796.340000,42497.080000,38145.530000,4351.550000,2318775.678696,1906161.312425,356673.467730,55940.898541,572425,5,1,6,172,1
2025-06-22,2433669.440000,2205040.490000,228628.950000,37518.780000,33755.690000,3763.090000,2313543.422798,1902214.097065,356670.895154,54658.430578,572515,6,1,6,173,1
2025-06-23,2475140.180000,2246059.010000,229081.170000,36388.700000,32571.860000,3816.840000,2312517.567520,1901474.675237,356670.215630,54372.676653,572515,0,0,6,174,1
2025-06-24,2702190.700000,2452076.460000,250114.240000,48106.340000,43388.310000,4718.030000,2313412.128839,1902336.506613,356636.835084,54438.787142,572512,1,0,6,175,1
2025-06-25,2698046.630000,2435421.980000,262624.650000,38357.370000,34042.040000,4315.330000,2314447.185727,1902710.327390,356724.017284,55012.841054,572603,2,0,6,176,1
2025-06-26,2746686.210000,2472514.560000,274171.650000,40184.610000,35855.670000,4328.940000,2319969.741360,1907016.827859,356716.324371,56236.589130,572660,3,0,6,177,1
2025-06-27,2772168.430000,2500212.870000,271955.560000,42359.140000,37899.630000,4459.510000,2324246.580796,1907801.433931,356727.671450,59717.475415,572747,4,0,6,178,1
2025-06-28,2625312.660000,2377567.900000,247744.760000,35709.080000,32070.960000,3638.120000,2325117.532442,1907955.747289,356788.729376,60373.055777,572825,5,1,6,179,1
2025-06-29,2425393.780000,2200974.060000,224419.720000,31308.550000,28073.520000,3235.030000,2339070.610650,1908358.469493,369956.975145,60755.166011,579096,6,1,6,180,1
2025-06-30,2459807.740000,2235534.490000,224273.250000,28808.620000,25798.470000,3010.150000,2351199.477329,1908406.692784,382010.332328,60782.452217,584987,0,0,6,181,1
2025-07-01,2713936.580000,2463795.590000,250140.990000,38615.170000,34853.620000,3761.550000,2073154.372622,1664047.618092,399790.920524,9315.834006,593624,1,0,7,182,1
2025-07-02,2725340.900000,2476299.260000,249041.640000,40813.930000,36626.960000,4186.970000,2165201.921246,1800688.861350,350815.185066,13697.874831,567602,2,0,7,183,1
2025-07-03,2729627.530000,2474179.270000,255448.260000,40507.430000,36431.430000,4076.000000,2174729.886874,1810871.559867,348534.894480,15323.432527,566553,3,0,7,184,1
2025-07-04,2708394.430000,2456075.000000,252319.430000,37518.380000,33893.370000,3625.010000,2173812.364534,1811292.069912,347029.876886,15490.417736,565657,4,0,7,185,1
2025-07-05,2561177.720000,2320655.410000,240522.310000,34566.230000,31220.590000,3345.640000,2173231.832110,1811358.896156,345688.555446,16184.380508,564850,5,1,7,186,1
2025-07-06,2372177.200000,2151092.400000,221084.800000,32033.280000,28781.870000,3251.410000,2174387.084499,1813418.863267,344576.639041,16391.582191,564155,6,1,7,187,1
2025-07-07,2676596.420000,2424178.480000,252417.940000,34245.760000,30889.740000,3356.020000,2351279.897744,1989218.623315,345389.949897,16671.324532,563824,0,0,7,188,1
2025-07-08,2731421.120000,2469476.760000,261944.360000,38587.240000,34762.850000,3824.390000,2548208.565308,2177492.867534,344870.355768,25845.342007,563510,1,0,7,189,1
2025-07-09,2730250.230000,2459393.320000,270856.910000,35280.390000,31391.030000,3889.360000,2554490.418855,2187539.730050,344698.151260,22252.537545,563219,2,0,7,190,1
2025-07-10,2746960.550000,2477782.690000,269177.860000,42594.430000,38243.110000,4351.320000,2566437.988764,2189944.549632,344103.730167,32389.708964,562981,3,0,7,191,1
2025-07-11,2739139.870000,2484612.500000,254527.370000,38920.920000,35129.100000,3791.820000,2610124.252181,2230534.130939,356233.807676,23356.313566,570537,4,0,7,192,1
2025-07-12,2616160.280000,2370105.960000,246054.320000,39931.560000,35976.690000,3954.870000,2622383.293265,2243587.346799,355497.601576,23298.344890,570533,5,1,7,193,1
2025-07-13,2427428.970000,2193130.570000,234298.400000,33136.150000,29778.610000,3357.540000,2623479.902105,2245303.190461,355069.013142,23107.698502,570445,6,1,7,194,1
2025-07-14,2660911.200000,2417982.950000,242928.250000,33500.490000,30361.940000,3138.550000,2624775.074343,2246599.184186,355112.335606,23063.554551,570273,0,0,7,195,1
2025-07-15,2699579.600000,2456287.270000,243292.330000,34570.830000,31195.000000,3375.830000,2628394.895988,2246637.715113,358209.574496,23547.606379,571660,1,0,7,196,1
2025-07-16,2697128.010000,2446614.880000,250513.130000,35270.350000,31735.280000,3535.070000,2627375.871377,2246610.274538,357965.913139,22799.683701,571625,2,0,7,197,1
2025-07-17,2744517.360000,2490987.590000,253529.770000,37818.740000,34100.710000,3718.030000,2607188.998719,2225552.529107,358690.264114,22946.205498,570991,3,0,7,198,1
2025-07-18,2700520.910000,2450540.340000,249980.570000,39406.580000,35397.120000,4009.460000,2622385.958669,2242422.825860,358806.240285,21156.892524,571751,4,0,7,199,1
2025-07-19,2591212.110000,2353235.130000,237976.980000,41752.970000,37704.260000,4048.710000,2617078.241038,2242838.359609,359061.907498,15177.973931,571697,5,1,7,200,1
2025-07-20,2414578.490000,2193317.950000,221260.540000,32255.890000,28861.880000,3394.010000,2619871.727820,2245435.113901,359273.416397,15163.197522,571746,6,1,7,201,1
2025-07-21,2687385.490000,2431958.920000,255426.570000,39329.370000,35358.440000,3970.930000,2622692.605817,2246765.333545,360435.277493,15491.994779,572314,0,0,7,202,1
2025-07-22,2751078.990000,2486706.320000,264372.670000,48972.820000,44024.270000,4948.550000,2627821.876778,2244907.144538,360717.099545,22197.632694,572439,1,0,7,203,1
2025-07-23,2783799.090000,2514653.260000,269145.830000,41973.550000,37865.480000,4108.070000,2632652.068025,2247860.082489,360954.812057,23837.173479,572467,2,0,7,204,1
2025-07-24,2784803.010000,2510136.550000,274666.460000,41690.210000,37449.990000,4240.220000,2630743.051560,2245644.544037,361059.464320,24039.043202,572491,3,0,7,205,1
2025-07-25,2803220.500000,2534426.340000,268794.160000,39894.780000,35843.900000,4050.880000,2626183.498960,2240902.822979,361336.653602,23944.022380,572697,4,0,7,206,1
2025-07-26,2642946.120000,2398635.230000,244310.890000,41489.940000,37387.600000,4102.340000,2625032.683554,2239179.696132,361844.882512,24008.104911,572849,5,1,7,207,1
2025-07-27,2431398.330000,2209774.710000,221623.620000,30144.820000,26949.150000,3195.670000,2625292.639741,2239356.105217,361917.802331,24018.732193,572894,6,1,7,208,1
2025-07-28,2709426.430000,2462269.680000,247156.750000,29814.300000,26820.200000,2994.100000,2625674.623646,2239434.638370,361928.831011,24311.154264,572925,0,0,7,209,1
2025-07-29,2743939.300000,2482868.740000,261070.560000,44839.830000,40373.260000,4466.570000,2625966.538280,2240730.416594,362109.952301,23126.169384,573071,1,0,7,210,1
2025-07-30,2719650.430000,2454023.210000,265627.220000,46302.640000,41492.960000,4809.680000,2629280.193455,2243267.893152,362119.091497,23893.208805,573087,2,0,7,211,1
2025-07-31,2748157.950000,2474512.480000,273645.470000,45658.440000,40938.080000,4720.360000,2631775.337220,2243023.812262,363144.918269,25606.606689,573232,3,0,7,212,1
2025-08-01,2733136.490000,2473674.510000,259461.980000,48739.360000,43964.560000,4774.800000,2318581.202891,1933788.684731,362567.018543,22225.499617,572187,4,0,8,213,1
2025-08-02,2625894.530000,2378742.190000,247152.340000,45038.780000,40621.370000,4417.410000,2019612.007085,1652059.008547,362756.204292,4796.794246,571644,5,1,8,214,1
2025-08-03,2431621.480000,2188898.130000,242723.350000,34139.590000,30477.790000,3661.800000,2022490.976687,1654857.631800,362760.967255,4872.377632,571706,6,1,8,215,1
2025-08-04,2660338.850000,2401568.190000,258770.660000,40470.260000,36411.160000,4059.100000,2033422.220122,1665402.874196,362767.048336,5252.297590,571753,0,0,8,216,1
2025-08-05,2679236.680000,2420280.620000,258956.060000,39025.740000,35033.850000,3991.890000,2038125.365766,1665711.432529,362847.461262,9566.471975,572040,1,0,8,217,1
2025-08-06,2675697.660000,2419554.950000,256142.710000,42109.240000,37749.570000,4359.670000,2039449.337126,1666043.782529,362893.421684,10512.132912,572262,2,0,8,218,1
2025-08-07,2536745.610000,2301345.950000,235399.660000,39453.620000,35355.630000,4097.990000,2041983.727253,1666142.209802,362909.340564,12932.176887,572422,3,0,8,219,1
2025-08-08,2660970.760000,2427621.200000,233349.560000,41937.780000,37978.890000,3958.890000,2043180.278816,1666483.599485,362913.031040,13783.648290,572467,4,0,8,220,1
2025-08-09,2546297.010000,2305681.410000,240615.600000,38325.080000,34433.020000,3892.060000,2047071.428232,1668300.223596,362936.607096,15834.597540,572553,5,1,8,221,1
2025-08-10,2386196.710000,2153272.100000,232924.610000,34074.280000,30518.240000,3556.040000,2050365.222906,1671574.218834,362936.607096,15854.396975,572588,6,1,8,222,1
2025-08-11,2651848.590000,2401497.860000,250350.730000,44708.390000,40265.480000,4442.910000,2050370.907633,1671575.116524,362936.607096,15859.184012,572596,0,0,8,223,1
2025-08-12,2680708.920000,2419749.530000,260959.390000,37448.360000,33472.430000,3975.930000,2051780.422830,1671577.298980,362970.770465,17232.353385,572719,1,0,8,224,1
2025-08-13,2745975.710000,2474140.960000,271834.750000,43800.720000,39067.960000,4732.760000,2051298.630216,1670333.792313,363011.809426,17953.028476,572837,2,0,8,225,1
2025-08-14,2730996.830000,2456471.670000,274525.160000,47868.910000,42886.270000,4982.640000,2052546.832437,1671389.417270,363028.048863,18129.366304,572863,3,0,8,226,1
2025-08-15,2719372.630000,2450570.540000,268802.090000,45670.750000,40940.500000,4730.250000,2052323.177477,1671040.805302,363037.875184,18244.496990,572908,4,0,8,227,1
2025-08-16,2599587.100000,2350974.100000,248613.000000,40989.590000,36827.560000,4162.030000,2052417.387049,1671053.242164,363037.875184,18326.269701,572936,5,1,8,228,1
2025-08-17,2411664.760000,2189065.740000,222599.020000,35526.810000,31944.100000,3582.710000,2039797.859256,1658581.966047,363129.635184,18086.258025,572381,6,1,8,229,1
2025-08-18,2487500.520000,2247501.660000,239998.860000,38363.830000,34321.720000,4042.110000,2050714.906800,1671491.459122,363131.108157,16092.339521,573096,0,0,8,230,1
2025-08-19,2664628.980000,2417160.670000,247468.310000,45396.810000,40918.490000,4478.320000,2040860.089755,1662976.978005,363131.108157,14752.003593,572951,1,0,8,231,1
2025-08-20,2680244.090000,2430465.340000,249778.750000,46247.690000,41552.640000,4695.050000,2046377.065827,1671867.096415,363131.108157,11378.861255,572933,2,0,8,232,1
2025-08-21,2687762.200000,2438640.630000,249121.570000,53013.990000,47881.620000,5132.370000,2048077.306812,1675972.722063,363131.108157,8973.476591,573038,3,0,8,233,1
2025-08-22,2685969.200000,2429054.070000,256915.130000,52714.680000,47433.130000,5281.550000,2047605.895408,1676895.439886,363131.108157,7579.347365,573145,4,0,8,234,1
2025-08-23,2581732.670000,2345020.180000,236712.490000,48153.950000,43436.530000,4717.420000,2048562.648238,1675215.644907,363131.108157,10215.895174,573182,5,1,8,235,1
2025-08-24,2396581.390000,2171079.760000,225501.630000,40954.590000,36753.420000,4201.170000,2050361.237955,1676731.279941,363131.108157,10498.849857,573199,6,1,8,236,1
2025-08-25,2715926.740000,2451149.530000,264777.210000,45125.070000,40650.470000,4474.600000,2061551.886189,1687889.088890,363131.108157,10531.689142,573224,0,0,8,237,1
2025-08-26,2732531.050000,2463794.140000,268736.910000,37537.380000,33411.050000,4126.330000,2064088.400993,1689970.018305,363131.108157,10987.274530,573260,1,0,8,238,1
2025-08-27,2753938.610000,2474311.300000,279627.310000,37696.700000,33372.620000,4324.080000,2067111.514288,1693254.441644,363131.108157,10725.964487,573315,2,0,8,239,1
2025-08-28,2740392.880000,2463082.970000,277309.910000,44005.600000,39414.840000,4590.760000,2067792.576488,1693755.602769,363131.108157,10905.865561,573374,3,0,8,240,1
2025-08-29,2727677.620000,2458187.100000,269490.520000,36837.960000,32915.060000,3922.900000,2068349.089659,1694358.525185,363131.108157,10859.456317,573492,4,0,8,241,1
2025-08-30,2627306.860000,2374931.550000,252375.310000,42099.200000,37399.940000,4699.260000,2067088.106465,1692549.747615,363131.108157,11407.250692,573568,5,1,8,242,1
2025-08-31,2435790.190000,2211576.530000,224213.660000,33082.480000,29296.870000,3785.610000,2067967.444028,1693112.159658,363131.108157,11724.176213,573641,6,1,8,243,1
2025-09-01,2689887.620000,2436884.340000,253003.280000,42909.290000,38609.030000,4300.260000,2068570.235408,1693374.806043,363131.108157,12064.321208,573679,0,0,9,244,1
2025-09-02,2718801.400000,2461546.020000,257255.380000,42715.760000,38519.390000,4196.370000,2425834.179097,1694151.190208,363131.108157,368551.880732,573877,1,0,9,245,1
2025-09-03,2725541.250000,2466739.420000,258801.830000,42107.250000,37771.920000,4335.330000,2427216.022657,1692865.597232,363131.108157,371219.317268,574016,2,0,9,246,1
2025-09-04,2710321.940000,2458979.480000,251342.460000,37965.300000,34329.480000,3635.820000,2223943.906065,1691113.131165,363131.108157,169699.666743,574192,3,0,9,247,1
2025-09-05,2692573.330000,2449091.120000,243482.210000,50186.680000,45426.540000,4760.140000,2227132.870577,1691358.712852,363131.108157,172643.049568,574308,4,0,9,248,1
2025-09-06,2584104.110000,2347285.320000,236818.790000,47613.720000,42863.320000,4750.400000,5848876.551816,1691468.187272,363131.108157,3794277.256386,574473,5,1,9,249,1
2025-09-07,2392725.270000,2172509.930000,220215.340000,39794.300000,35658.370000,4135.930000,2562972.144399,1697155.261309,363131.108157,502685.774933,574561,6,1,9,250,1
2025-09-08,2646241.820000,2384813.460000,261428.360000,43915.370000,39380.040000,4535.330000,2345762.411613,1706054.199430,363131.108157,276577.104026,574511,0,0,9,251,1
2025-09-09,2676781.800000,2407136.070000,269645.730000,40748.540000,36372.560000,4375.980000,2152280.082543,1764742.123955,363131.108157,24406.850431,574624,1,0,9,252,1
2025-09-10,2717640.920000,2449627.740000,268013.180000,42325.640000,37743.440000,4582.200000,2153353.472243,1764851.146253,363131.108157,25371.217833,574730,2,0,9,253,1
2025-09-11,2742459.980000,2474212.730000,268247.250000,45218.930000,40544.500000,4674.430000,2186855.044557,1765076.498555,363131.108157,58647.437845,575005,3,0,9,254,1
2025-09-12,2755668.600000,2482180.030000,273488.570000,43349.520000,38881.480000,4468.040000,2186184.326450,1765638.674454,363131.108157,57414.543838,575101,4,0,9,255,1
2025-09-13,2608700.390000,2355884.760000,252815.630000,53314.140000,47981.220000,5332.920000,2405158.031062,1766028.449823,363131.108157,275998.473082,575168,5,1,9,256,1
2025-09-14,2411332.820000,2184049.780000,227283.040000,39832.350000,35597.840000,4234.510000,2385544.680598,1766029.957515,363131.108157,256383.614926,575171,6,1,9,257,1
2025-09-15,2666655.390000,2412151.240000,254504.150000,47253.980000,42263.670000,4990.310000,2211600.491857,1794085.157663,363131.108157,54384.226037,575172,0,0,9,258,1
2025-09-16,2707649.310000,2450138.150000,257511.160000,45520.110000,40832.360000,4687.750000,2210715.791015,1794708.469213,363131.108157,52876.213644,575264,1,0,9,259,1
2025-09-17,2719861.300000,2462468.930000,257392.370000,51102.820000,45865.150000,5237.670000,2201189.286083,1785288.194032,363131.108157,52769.983893,575010,2,0,9,260,1
2025-09-18,2705192.250000,2455872.820000,249319.430000,58013.300000,52315.030000,5698.270000,2190086.952011,1803628.157675,363131.108157,23327.686178,575744,3,0,9,261,1
2025-09-19,2704208.990000,2453984.520000,250224.470000,53338.370000,48094.760000,5243.610000,2178378.757827,1794331.909079,363128.522443,20918.326306,575714,4,0,9,262,1
2025-09-20,2590095.480000,2354703.970000,235391.510000,43099.990000,38619.200000,4480.790000,2179437.710927,1797450.840514,363128.522443,18858.347970,575594,5,1,9,263,1
2025-09-21,2400326.450000,2178084.070000,222242.380000,24369.900000,21509.310000,2860.590000,2177210.759309,1796261.478883,363128.522443,17820.757983,575533,6,1,9,264,1
2025-09-22,2696044.140000,2427177.750000,268866.390000,38557.920000,34383.790000,4174.130000,2179327.012599,1800370.448414,363128.522443,15828.041742,575519,0,0,9,265,1
2025-09-23,2749325.790000,2474127.520000,275198.270000,35423.860000,31555.600000,3868.260000,2179211.730772,1800245.904816,363128.522443,15837.303513,575512,1,0,9,266,1
2025-09-24,2773360.200000,2497258.580000,276101.620000,33241.750000,29546.740000,3695.010000,2202308.633522,1800535.976335,363128.522443,38644.134745,575488,2,0,9,267,1
2025-09-25,2770962.260000,2481057.170000,289905.090000,24935.470000,21828.670000,3106.800000,2181183.387063,1801150.989113,363128.522443,16903.875507,575517,3,0,9,268,1
2025-09-26,2764994.750000,2483656.220000,281338.530000,43049.320000,38394.250000,4655.070000,2178732.600643,1802933.178456,363127.780235,12671.641952,575529,4,0,9,269,1
2025-09-27,2605274.420000,2344889.440000,260384.980000,45228.600000,40349.390000,4879.210000,2174605.683663,1803471.209862,363113.552087,8020.921714,575575,5,1,9,270,1
2025-09-28,2420537.610000,2176274.490000,244263.120000,46469.850000,41330.760000,5139.090000,2172783.402865,1803305.512185,361436.741573,8041.149108,574324,6,1,9,271,1
2025-09-29,2802694.230000,2526608.760000,276085.470000,45979.610000,41171.140000,4808.470000,2166288.537159,1803325.704330,350905.510528,12057.322302,568372,0,0,9,272,1
2025-09-30,2747688.200000,2484852.350000,262835.850000,46307.700000,41479.780000,4827.920000,2147332.089508,1803507.167116,327622.922963,16201.999430,556688,1,0,9,273,1
2025-10-01,2792850.110000,2529740.090000,263110.020000,44007.580000,39474.240000,4533.340000,2124864.123198,1803723.753722,304883.851138,16256.518339,545115,2,0,10,274,1
2025-10-02,2813715.350000,2549767.880000,263947.470000,45801.360000,41177.210000,4624.150000,2111598.071129,1806795.932827,288404.271390,16397.866913,535844,3,0,10,275,1
2025-10-03,2759093.620000,2491571.690000,267521.930000,43032.890000,38624.700000,4408.190000,2103174.756825,1807127.636624,278392.784039,17654.336163,529379,4,0,10,276,1
2025-10-04,2687499.280000,2427555.320000,259943.960000,43515.340000,38933.620000,4581.720000,2100131.372380,1806913.840867,269994.571838,23222.959675,523642,5,1,10,277,1
2025-10-05,2518948.160000,2277369.370000,241578.790000,38635.900000,34475.160000,4160.740000,2111225.457581,1823279.051777,264730.976295,23215.429509,520033,6,1,10,278,1
2025-10-06,2744469.590000,2471609.450000,272860.140000,47919.130000,42858.910000,5060.220000,2109755.543073,1825645.351155,260671.871142,23438.320776,517008,0,0,10,279,1
2025-10-07,2799023.060000,2521928.730000,277094.330000,34268.480000,30528.590000,3739.890000,2368352.084109,2087283.561568,256414.973328,24653.549213,513798,1,0,10,280,1
2025-10-08,2800458.610000,2517607.160000,282851.450000,47202.430000,41991.430000,5211.000000,2333615.976299,2059181.471448,253213.666055,21220.838796,511097,2,0,10,281,1
2025-10-09,2837577.880000,2545949.760000,291628.120000,45875.570000,40992.450000,4883.120000,2339606.063045,2069395.111679,249675.170718,20535.780648,508229,3,0,10,282,1
2025-10-10,2823390.740000,2534215.580000,289175.160000,50873.250000,45454.340000,5418.910000,2338538.918789,2071495.096416,245626.180672,21417.641701,504915,4,0,10,283,1
2025-10-11,2650510.690000,2391738.610000,258772.080000,44743.910000,40019.900000,4724.010000,2324114.812806,2065422.123644,242782.472962,15910.216200,502606,5,1,10,284,1
2025-10-12,2390633.190000,2167649.130000,222984.060000,40862.230000,36444.290000,4417.940000,2315679.476063,2060677.913509,239177.152551,15824.410003,500592,6,1,10,285,1
2025-10-13,2425047.040000,2192283.890000,232763.150000,40665.740000,36205.320000,4460.420000,2315844.840987,2061233.852693,238819.496704,15791.491590,499972,0,0,10,286,1
2025-10-14,2692588.840000,2422953.960000,269634.880000,48234.100000,43096.550000,5137.550000,2315156.450301,2061391.743644,237998.027720,15766.678936,498964,1,0,10,287,1
2025-10-15,2715226.480000,2434591.430000,280635.050000,45478.950000,40527.250000,4951.700000,2315288.744980,2061384.947559,238428.404462,15475.392958,498459,2,0,10,288,1
2025-10-16,2708007.120000,2431676.510000,276330.610000,48621.230000,43496.910000,5124.320000,2314541.306495,2061165.493532,238078.434344,15297.378619,497439,3,0,10,289,1
2025-10-17,2688215.310000,2419698.520000,268516.790000,44974.000000,40282.670000,4691.330000,2300569.785928,2052736.534679,238317.061489,9516.189760,496789,4,0,10,290,1
2025-10-18,2581098.210000,2330665.030000,250433.180000,37001.000000,33085.470000,3915.530000,2297998.599366,2051028.979918,238337.393617,8632.225831,496753,5,1,10,291,1
2025-10-19,2397072.030000,2170580.170000,226491.860000,34608.550000,31105.040000,3503.510000,2302271.440621,2050220.488651,237971.273889,14079.678081,496244,6,1,10,292,1
2025-10-20,2650546.350000,2390860.600000,259685.750000,43953.980000,39174.530000,4779.450000,2299613.881848,2049517.316584,237507.382361,12589.182903,496059,0,0,10,293,1
2025-10-21,2703390.010000,2444295.620000,259094.390000,50500.550000,45203.620000,5296.930000,2418221.103938,2051682.305715,354331.077551,12207.720672,561370,1,0,10,294,1
2025-10-22,2713423.310000,2450490.650000,262932.660000,48980.300000,43827.240000,5153.060000,2435676.779735,2054246.039116,353915.259344,27515.481275,561084,2,0,10,295,1
2025-10-23,2702538.490000,2435769.240000,266769.250000,47556.410000,42531.950000,5024.460000,2435213.510998,2053458.690439,353750.192943,28004.627615,560939,3,0,10,296,1
2025-10-24,2739663.940000,2474880.360000,264783.580000,44113.490000,39524.200000,4589.290000,2424157.260712,2052075.037695,352917.036285,19165.186731,560773,4,0,10,297,1
2025-10-25,2616859.280000,2359077.640000,257781.640000,47667.060000,42415.040000,5252.020000,2447210.862517,2052925.999461,352773.607103,41511.255953,560757,5,1,10,298,1
2025-10-26,2452187.830000,2219157.840000,233029.990000,31833.750000,28296.030000,3537.720000,2486185.728863,2055235.768162,389364.485975,41585.474726,579544,6,1,10,299,1
2025-10-27,2726368.730000,2447751.800000,278616.930000,46413.990000,41418.000000,4995.990000,2486522.035231,2055572.326783,389365.756710,41583.951738,579472,0,0,10,300,1
2025-10-28,2780497.080000,2488841.180000,291655.900000,38695.360000,34298.980000,4396.380000,2487172.757085,2056190.378996,389367.564813,41614.813276,579503,1,0,10,301,1
2025-10-29,2796962.620000,2509612.870000,287349.750000,44173.200000,39032.820000,5140.380000,2491263.160516,2056657.708694,389280.540393,45324.911430,579449,2,0,10,302,1
2025-10-30,2779261.420000,2490493.920000,288767.500000,45897.660000,40692.110000,5205.550000,2492086.254595,2057722.776967,389069.003123,45294.474505,579401,3,0,10,303,1
2025-10-31,2734709.660000,2447042.110000,287667.550000,46228.770000,41072.940000,5155.830000,2316583.235853,1886807.836701,388896.771645,40878.627506,578983,4,0,10,304,1
2025-11-01,2635014.850000,2373515.130000,261499.720000,44532.080000,39756.920000,4775.160000,2315518.761771,1887094.795361,387447.940575,40976.025834,578769,5,1,11,305,1
2025-11-02,2451837.330000,2223731.350000,228105.980000,43211.420000,38763.850000,4447.570000,2344588.976752,1916494.954594,387447.940575,40646.081582,578799,6,1,11,306,1
2025-11-03,2489810.740000,2259379.340000,230431.400000,44832.840000,40229.700000,4603.140000,2342782.000183,1915604.871522,387460.979212,39716.149449,578904,0,0,11,307,1
2025-11-04,2735122.900000,2469495.460000,265627.440000,50799.840000,45652.360000,5147.480000,2342198.017892,1915606.446117,387469.050894,39122.520880,578990,1,0,11,308,1
2025-11-05,2753947.310000,2485301.660000,268645.650000,52353.320000,46793.220000,5560.100000,2277818.083673,1886802.383104,387492.912894,3522.787675,579079,2,0,11,309,1
2025-11-06,2751981.890000,2482841.020000,269140.870000,50564.140000,45229.320000,5334.820000,2280617.483668,1889683.119007,387494.207348,3440.157313,579150,3,0,11,310,1
2025-11-07,2748120.140000,2480117.970000,268002.170000,52456.990000,47024.080000,5432.910000,2281940.838811,1890978.615151,387522.066347,3440.157313,579193,4,0,11,311,1
2025-11-08,2651734.280000,2392601.060000,259133.220000,53825.680000,48170.970000,5654.710000,2288450.171954,1897479.142126,387530.872516,3440.157313,579223,5,1,11,312,1
2025-11-09,2448079.620000,2210795.590000,237284.030000,52755.730000,47214.110000,5541.620000,2288642.836582,1897668.930210,387533.749060,3440.157313,579238,6,1,11,313,1
2025-11-10,2717402.280000,2434701.570000,282700.710000,57260.920000,51051.260000,6209.660000,2289258.758154,1898337.191369,387535.871011,3385.695774,579322,0,0,11,314,1
2025-11-11,2747812.120000,2459475.580000,288336.540000,50001.890000,44411.310000,5590.580000,2289195.962059,1898350.185390,387668.712474,3177.064195,579299,1,0,11,315,1
2025-11-12,2773928.060000,2490201.510000,283726.550000,48391.210000,43020.770000,5370.440000,2290719.101718,1899879.903996,387670.712474,3168.485248,579353,2,0,11,316,1
2025-11-13,2813171.130000,2527476.770000,285694.360000,51632.120000,46100.050000,5532.070000,2291209.196972,1900760.826173,387670.712474,2777.658325,579314,3,0,11,317,1
2025-11-14,2790910.350000,2506175.580000,284734.770000,49847.640000,44534.170000,5313.470000,2291776.457811,1901328.087012,387670.712474,2777.658325,579340,4,0,11,318,1
2025-11-15,2690159.560000,2435609.020000,254550.540000,47648.870000,42723.890000,4924.980000,2292296.256330,1901847.885531,387670.712474,2777.658325,579377,5,1,11,319,1
2025-11-16,2423794.170000,2206082.760000,217711.410000,46324.300000,41535.940000,4788.360000,2287685.675377,1897237.304578,387670.712474,2777.658325,579237,6,1,11,320,1
2025-11-17,2453198.280000,2224734.870000,228463.410000,43169.380000,38586.480000,4582.900000,2297355.879014,1906956.383558,387670.712474,2728.782982,579063,0,0,11,321,1
2025-11-18,2682012.630000,2426488.790000,255523.840000,39902.030000,36003.580000,3898.450000,2308560.905954,1909495.352287,387670.712474,11394.841193,579377,1,0,11,322,1
2025-11-19,2696123.300000,2444810.970000,251312.330000,48032.240000,42758.860000,5273.380000,2306653.279421,1904993.094250,387670.712474,13989.472696,579302,2,0,11,323,1
2025-11-20,2702002.950000,2443219.850000,258783.100000,45451.530000,40826.160000,4625.370000,2311964.691979,1907931.119933,387670.712474,16362.859571,579296,3,0,11,324,1
2025-11-21,2698044.090000,2440943.410000,257100.680000,50542.880000,45487.880000,5055.000000,2312383.584269,1905819.411066,387670.712474,18893.460729,579263,4,0,11,325,1
2025-11-22,2591653.330000,2344817.070000,246836.260000,46982.400000,42121.920000,4860.480000,2312165.091947,1903781.607674,387670.712474,20712.771798,579307,5,1,11,326,1
2025-11-23,2385293.660000,2174907.770000,210385.890000,50650.020000,45815.450000,4834.570000,2312965.095670,1903827.538446,387670.712474,21466.844749,579348,6,1,11,327,1
